,,A Season,,,,,,,B Season,,,,,,,2000
Vessel Name,Coop,Pollock,Bycatch,Credit_Limited_Bycatch,Uncaught Pollock,Bycatch Rate,Credits,z-score,q-value,Pollock,Bycatch,Credit_Limited_Bycatch,Uncaught Pollock,Bycatch Rate,Credits,z-score,q-value,Pollock,Bycatch,Uncaught Pollock,Bycatch Rate,Credits
PROGRESS,Unalaska,2118.14,4,377.333,0,0.00188845,283,0.490029,1.1089,3111.65,7,218.667,0,0.00224961,164,0.0655678,1.01457,5229.79,11,0,0.00210334,447
ARGOSY,Unisea,3194.7,16,569.333,0,0.00500829,427,-0.116144,0.97419,5029.01,39,354.667,0,0.00775501,266,-2.17024,0.333333,8223.71,55,0,0.00668798,693
AMERICAN BEAUTY,Peter Pan,127.473,0,22.6667,0,0,17,0.856947,1.19043,0,0,0,0,nan,0,,,127.473,0,0,0,17
PEGASUS,Akutan pollock,1580.98,17,281.333,0,0.0107528,211,-1.23229,0.720512,0,0,0,0,nan,0,,,1580.98,17,0,0.0107528,211
SEADAWN,Unisea,2619.28,15,466.667,0,0.00572676,350,-0.25574,0.943169,3856.31,4,272,0,0.00103726,204,0.557918,1.12398,6475.59,19,0,0.00293409,554
GREAT PACIFIC,Unalaska,2335.24,2,416,0,0.000856443,312,0.690543,1.15345,3223.85,7,226.667,0,0.00217131,170,0.0973653,1.02164,5559.09,9,0,0.00161897,482
ARCTIC WIND,Westward,2622.26,4,466.667,0,0.0015254,350,0.560567,1.12457,3173.94,0,224,0,0,168,0.979161,1.21759,5796.2,4,0,0.000690107,518
CAITLIN ANN,Westward,1843.51,12,328,0,0.00650931,246,-0.407785,0.909381,2758.32,3,194.667,0,0.00108762,146,0.537467,1.11944,4601.84,15,0,0.00325957,392
NORDIC STAR,Unisea,1453.81,12,258.667,0,0.00825419,194,-0.746808,0.834043,2982.29,6,210.667,0,0.00201187,158,0.162116,1.03603,4436.1,18,0,0.00405762,352
WESTERN DAWN,Unalaska,800.569,0,142.667,0,0,107,0.856947,1.19043,1098.68,1,77.3333,0,0.000910184,58,0.609525,1.13545,1899.25,1,0,0.000526524,165
GUN-MAR,Unisea,4476.4,7,797.333,0,0.00156376,598,0.553115,1.12291,6625.13,11,468,0,0.00166034,351,0.304876,1.06775,11101.5,18,0,0.0016214,949
OCEAN LEADER,Peter Pan,154.471,0,26.6667,0,0,20,0.856947,1.19043,0,0,0,0,nan,0,,,154.471,0,0,0,20
AMERICAN EAGLE,Northern Victor,2129.28,3,378.667,0,0.00140893,284,0.583198,1.1296,3188.19,5,224,0,0.00156829,168,0.342261,1.07606,5317.47,8,0,0.00150448,452
STARWARD,Unisea,2398.52,21,426.667,0,0.0087554,320,-0.844191,0.812402,3712.26,7,261.333,0,0.00188565,196,0.213379,1.04742,6110.78,28,0,0.00458207,516
STARLITE,Unisea,2227.57,2,397.333,0,0.000897841,298,0.6825,1.15167,3564.14,1,250.667,0,0.000280572,188,0.865218,1.19227,5791.71,3,0,0.000517982,486
SUNSET BAY,Northern Victor,370.782,1,65.3333,0,0.002697,49,0.332931,1.07398,0,0,0,0,nan,0,,,370.782,1,0,0.002697,49
WALTER N,Peter Pan,646.615,4,114.667,0,0.00618606,86,-0.344979,0.923338,1011.45,6,70.6667,0,0.00593209,53,-1.42993,0.659994,1658.06,10,0,0.00603113,139
PREDATOR,Akutan pollock,107.952,3,18.6667,0,0.02779,14,-4.54254,0.333333,0,0,0,0,nan,0,,,107.952,3,0,0.02779,14
HALF MOON BAY,Northern Victor,566.248,0,100,0,0,75,0.856947,1.19043,2759.68,0,194.667,0,0,146,0.979161,1.21759,3325.92,0,0,0,221
AMBER DAWN,Peter Pan,136.605,0,24,0,0,18,0.856947,1.19043,274.01,1,18.6667,0,0.0036495,14,-0.502945,0.888234,410.615,1,0,0.00243537,32
GOLD RUSH,Northern Victor,0,0,0,0,nan,0,,,744.912,0,52,0,0,39,0.979161,1.21759,744.912,0,0,0,39
LESLIE LEE,Akutan pollock,0,0,0,0,nan,0,,,1825.07,3,128,0,0.00164377,96,0.311606,1.06925,1825.07,3,0,0.00164377,96
EXCALIBUR II,Northern Victor,0,0,0,0,nan,0,,,1349.93,1,94.6667,0,0.000740777,71,0.678323,1.15074,1349.93,1,0,0.000740777,71
GOLDEN PISCES,Akutan pollock,0,0,0,0,nan,0,,,640.051,0,44,0,0,33,0.979161,1.21759,640.051,0,0,0,33
ALASKAN COMMAND,Westward,0,0,0,0,nan,0,,,7679.5,34,541.333,0,0.00442737,406,-0.818845,0.818034,7679.5,34,0,0.00442737,406
EXODUS,Akutan pollock,0,0,0,0,nan,0,,,853.754,2,60,0,0.0023426,45,0.0278057,1.00618,853.754,2,0,0.0023426,45
OCEAN HOPE 3,Westward,0,0,0,0,nan,0,,,1099.03,4,77.3333,0,0.00363957,58,-0.498911,0.889131,1099.03,4,0,0.00363957,58
MARCY J,Akutan pollock,0,0,0,0,nan,0,,,211.606,0,14.6667,0,0,11,0.979161,1.21759,211.606,0,0,0,11
PEGGY JO,Akutan pollock,0,0,0,0,nan,0,,,211.969,1,14.6667,0,0.00471768,11,-0.936743,0.791835,211.969,1,0,0.00471768,11
OCEANIC,Peter Pan,0,0,0,0,nan,0,,,627.674,0,44,0,0,33,0.979161,1.21759,627.674,0,0,0,33
NORDIC FURY,Northern Victor,0,0,0,0,nan,0,,,203.167,0,13.3333,0,0,10,0.979161,1.21759,203.167,0,0,0,10
VANGUARD,Unalaska,0,0,0,0,nan,0,,,399.868,1,28,0,0.00250083,21,-0.0364528,0.991899,399.868,1,0,0.00250083,21

TOTAL,,178203,743,0,0.00416941,23811,,,268294,711,0,0.00265008,14187,,,446497,1454,0.00325646,37998
